SMILES,JAK1,pIC50_JAK1,JAK2,pIC50_JAK2,JAK3,pIC50_JAK3,TYK2,pIC50_TYK2
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3ncn4cc(F)ccc34)nc12)C(=O)N1CC(C#N)C1,16,-1.204119983,5.9,-0.770852012,339,-2.530199698,,
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1,51,-1.707570176,38,-1.579783597,3.4,-0.531478917,,
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C(C)(C)C)ccc34)nc12)C(=O)N1CC(C#N)C1,12,-1.079181246,13,-1.113943352,14.8,-1.170261715,,
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C5CC5)ccc34)nc12)C(=O)N1CC(C#N)C1,10,-1,15,-1.176091259,4.8,-0.681241237,,
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)cc(F)c34)nc12)C(=O)N1CC(C#N)C1,64,-1.806179974,56,-1.748188027,464,-2.666517981,,
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,31,-1.491361694,22,-1.342422681,264,-2.421603927,,
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(F)ccc34)nc12)C(=O)N1CC(C#N)C1,17,-1.230448921,740,-2.86923172,168.37,-2.226264712,,
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccc(Cl)cc34)nc12)C(=O)N1CC(C#N)C1,61,-1.785329835,28,-1.447158031,4.6,-0.662757832,,
C[C@@H](NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccccc34)nc12)C(=O)N1CC(C#N)C1,22,-1.342422681,20,-1.301029996,4,-0.602059991,,
C[C@@H](NC(=O)c1c[nH]c2ncc(-n3ncc4cc(Cl)ccc43)nc12)C(=O)N1CC(C#N)C1,370,-2.568201724,83,-1.919078092,15.1,-1.178976947,,
C[C@@H](NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cn(C)c3=O)nc12)C1CC1,,,311,-2.492760389,,,,
C[C@@H](NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1)c1ccccc1,26,-1.414973348,265,-2.423245874,,,,
C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(Cl)cc1,,,6900,-3.838849091,15800,-4.198657087,,
C[C@@H](Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccccc1,,,1.4,-0.146128036,17,-1.230448921,,
C[C@@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,,,298,-2.474216264,462,-2.664641976,,
C[C@@H](Nc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12)C(C)(C)C,,,210,-2.322219295,,,,
C[C@@H](Nc1nccc(-n2cnc3ccncc32)n1)c1ccccc1,,,49,-1.69019608,160,-2.204119983,,
C[C@@H](O)[C@@H](CO)Nc1c(C(=N)O)cnn2cc(-c3ccccc3)cc12,5,-0.698970004,70,-1.84509804,,,34,-1.531478917
C[C@@H](O)[C@@H](CO)Nc1c(C(N)=O)cnn2cc(-c3ccccc3)cc12,5,-0.698970004,70,-1.84509804,4.3,-0.633468456,34,-1.531478917
C[C@@H](O)[C@H](CO)Nc1c(C(=N)O)cnn2cc(-c3ccccc3)cc12,110,-2.041392685,1700,-3.230448921,,,510,-2.707570176
C[C@@H](O)[C@H](CO)Nc1c(C(N)=O)cnn2cc(-c3ccccc3)cc12,110,-2.041392685,1700,-3.230448921,198,-2.29666519,510,-2.707570176
C[C@@H](O)CC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,1,0,47,-1.672097858,,,,
C[C@@H](O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,,,,,55,-1.740362689,,
C[C@@H](O)Cn1c(C2CCC(O)CC2)nc2cc(C(N)=O)ccc21,2000,-3.301029996,12100,-4.08278537,8500,-3.929418926,25700,-4.409933123
C[C@@H](O)Cn1c2ccc(C(N)=O)cc2nc1[C@H]1CC[C@H](O)CC1,2000,-3.301029996,12100,-4.08278537,9819,-3.99206726,,
C[C@@H](O)Cn1cc(-c2cn3ncc(C(=N)O)c(N[C@H]4CN(c5ccc(C#N)cn5)C[C@H]4C)c3n2)cn1,6.7,-0.826074803,,,,,,
C[C@@H](O)Cn1cc(-c2cn3ncc(C(=N)O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,18.6,-1.269512944,,,,,,
C[C@@H](O)Cn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ccc(C#N)cn5)C[C@H]4C)c3n2)cn1,6.7,-0.826074803,,,1.4,-0.146128036,,
C[C@@H](O)Cn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,18.6,-1.269512944,,,1.7,-0.230448921,,
C[C@@H](O)CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,,,1.13,-0.053078443,53.19,-1.72582999,,
C[C@@H](O)CNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,8.1,-0.908485019,51,-1.707570176,320,-2.505149978,130,-2.113943352
C[C@@H](O)CNCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,,,,,,,130,-2.113943352
C[C@@H](OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1)C(F)(F)F,2,-0.301029996,30,-1.477121255,,,,
C[C@@H](OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1)C1CC1,0.3,0.522878745,12,-1.079181246,,,,
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,563,-2.750508395,27,-1.431363764,1520,-3.181843588,1269,-3.103461622
C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C5COC5)c4)ncc3F)C[C@]12NC(=O)[C@@H]1CC1(F)F,,,,,5500,-3.740362689,,
C[C@@H]1[C@H](N2CCCN(C)C2=O)CCCN1c1cnc(C#N)c(Nc2ccc(C3CCN(C4CCCC4)CC3)cc2)n1,,,,,56,-1.748188027,,
C[C@@H]1[C@H](N2CCN(C)C2=O)CCCN1c1cnc(C#N)c(Nc2ccc(C3(C)CCN(C(=O)OC(C)(C)C)CC3)cc2)n1,,,,,62,-1.792391689,,
C[C@@H]1[C@H](N2CCN(C)C2=O)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C)CCN(C4CCC4)CC3)cc2)n1,,,,,55,-1.740362689,,
C[C@@H]1[C@H](N2CCN(C)C2=O)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C)CCN(C4CCCC4)CC3)cc2)n1,,,,,59.8,-1.776701184,,
C[C@@H]1[C@H](NC(=O)c2ccccc2)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3CCN(C4CCCC4)CC3)cc2)n1,,,,,59,-1.770852012,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C#N)c(Nc2ccc(C3(C#N)CCN(C4CCCC4)CC3)cc2)n1,,,,,62.4,-1.79518459,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C#N)CC3)cc2)n1,,,,,560,-2.748188027,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C#N)CCCC3)cc2)n1,,,,,550,-2.740362689,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C(N)=O)CC3)cc2)n1,,,,,550,-2.740362689,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C(N)=O)CCCC3)cc2)n1,,,,,570,-2.755874856,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C(N)=O)CCN(C4CCCC4)CC3)cc2)n1,,,,,57,-1.755874856,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C)CCN(C(=O)OC(C)(C)C)CC3)cc2)n1,,,,,55,-1.740362689,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C)CCN(C4CC4)CC3)cc2)n1,,,,,58,-1.763427994,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3(C)CCN(C4CCC4)CC3)cc2)n1,,,,,57.86,-1.762378429,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(C3CCN(C4CCC4)CC3)cc2)n1,,,,,59.57,-1.7750276,,
C[C@@H]1[C@H](NC(=O)N(C)C)CCCN1c1cnc(C(N)=O)c(Nc2ccc(S(C)(=O)=O)cc2)n1,,,,,550,-2.740362689,,
C[C@@H]1[C@H]2CN(C(=O)C(C)(C)O)C[C@H]2C[C@H]1Nc1c(C(=N)O)cnn2cc(-c3cnc(=N)[nH]c3)cc12,3.6,-0.556302501,,,,,,
C[C@@H]1[C@H]2CN(C(=O)C(C)(C)O)C[C@H]2C[C@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(C)c3)cc12,1.4,-0.146128036,,,,,,
C[C@@H]1[C@H]2CN(C(=O)C(C)(C)O)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnc(N)nc3)cc12,3.6,-0.556302501,,,1.4,-0.146128036,,
C[C@@H]1[C@H]2CN(C(=O)C(C)(C)O)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)cc12,1.4,-0.146128036,,,2.6,-0.414973348,,
C[C@@H]1[C@H]2CN(C(=O)CF)C[C@H]2C[C@H]1Nc1c(C(=N)O)cnn2cc(-c3cnc(N)c(F)c3)cc12,1.2,-0.079181246,,,,,,
C[C@@H]1[C@H]2CN(C(=O)CF)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnc(N)c(F)c3)cc12,1.2,-0.079181246,,,2.6,-0.414973348,,
C[C@@H]1[C@H]2CN(C(=O)CO)C[C@H]2C[C@H]1Nc1c(C(=N)O)cnn2cc(-c3ccc(C(=O)NC4CC4)cc3)cc12,0.3,0.522878745,,,,,,
C[C@@H]1[C@H]2CN(C(=O)CO)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(C(N)=O)cc3)cc12,0.3,0.522878745,,,0.8,0.096910013,,
C[C@@H]1[C@H]2CN(S(C)(=O)=O)C[C@H]2C[C@H]1Nc1c(C(=N)O)cnn2cc(-c3cnc(=N)[nH]c3)cc12,0.2,0.698970004,,,,,,
C[C@@H]1[C@H]2CN(S(C)(=O)=O)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cnc(N)nc3)cc12,0.2,0.698970004,,,1,0,,
C[C@@H]1[C@H]2CN(S(C)(=O)=O)C[C@H]2C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3nnn(C)n3)cc12,1.3,-0.113943352,,,0.8,0.096910013,,
C[C@@H]1C[C@@H](C)N1[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@@H](C#N)C1,15,-1.176091259,575,-2.759667845,,,,
C[C@@H]1C[C@@H](CS(=O)(=O)N2CC[C@H](CO)C2)CC[C@@H]1N(C)c1ncnc2[nH]ccc12,0.00508,2.294136288,0.0199,1.701146924,0.3,0.522878745,,
C[C@@H]1C[C@@H](CS(=O)(=O)N2CCC(CO)CC2)CC[C@@H]1N(C)c1ncnc2[nH]ccc12,7.41,-0.869818208,32.5,-1.511883361,49,-1.69019608,,
C[C@@H]1C[C@@H](CS(=O)(=O)N2CCC[C@@H](O)C2)CC[C@@H]1N(C)c1ncnc2[nH]ccc12,1.7,-0.230448921,6.89,-0.838219222,24,-1.380211242,,
C[C@@H]1C[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN1C(=O)OC(C)(C)C,29,-1.462397998,614,-2.788168371,,,,
C[C@@H]1C[C@H](Nc2c(C(N)=O)cnc3[nH]ccc23)CCN1Cc1cccc(Cl)c1,6.87,-0.836956737,93.8,-1.972202838,9.94,-0.997386384,48.4,-1.684845362
C[C@@H]1CCCC[C@@H]1n1c(=O)[nH]c2cnc3[nH]ccc3c21,14,-1.146128036,4.4,-0.643452676,3,-0.477121255,,
C[C@@H]1CCCC[C@@H]1n1c(-c2ccc(/C=C(\C#N)C(=O)N(C)C)o2)nc2cnc3[nH]ccc3c21,,,,,0.6,0.22184875,,
C[C@@H]1CCCC[C@@H]1Nc1cc(Nc2ccccc2)ncc1C(N)=O,,,,,41,-1.612783857,,
C[C@@H]1CCN(C(=O)C2Cc3cc(Cl)ccc3O2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,,,500,-2.698970004,,
C[C@@H]1CCN(C(=O)C2CCCC2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,,,44,-1.643452676,,
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,440,-2.643452676,4724,-3.674309889,1400,-3.146128036,12.8,-1.10720997
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1n1c(=O)[nH]c2cnc3[nH]ccc3c21,1.5,-0.176091259,2.6,-0.414973348,1.5,-0.176091259,,
C[C@@H]1CCN(C(=O)CC2CCCC2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,,,253,-2.403120521,,
C[C@@H]1CCN(C(=O)CO)C[C@@H]1N(C)c1ncnc2[nH]ccc12,840,-2.924279286,480,-2.681241237,38,-1.579783597,,
C[C@@H]1CCN(C(=O)N2CC[C@@H](S(=O)(=O)c3cccc(O)c3)C2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,2.3,-0.361727836,21.2,-1.326335861,40,-1.602059991,,
C[C@@H]1CCN(C(=O)N2CCCC2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,37.5,-1.574031268,123.6,-2.092018471,153,-2.184691431,1632.2,-3.212773374
C[C@@H]1CCN(C)C[C@@H]1n1ccc(=O)c2cnc3[nH]ccc3c21,,,,,278,-2.444044796,,
C[C@@H]1CCN(c2cnc(C(N)=O)c(Nc3ccc(C4CCN(C5CCCC5)CC4)cc3)n2)C[C@@H]1NC(=O)N(C)C,,,,,5500,-3.740362689,,
C[C@@H]1CCN(Cc2cccc(F)c2F)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,1440,-3.158362492,48,-1.681241237,,
C[C@@H]1CCN(Cc2cccc(F)c2F)C[C@@H]1n1ccc(=O)c2cnc3[nH]ccc3c21,,,,,37,-1.568201724,,
C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3ccnn3C)nc12,2.5,-0.397940009,,,,,,
C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(C)c3)nc12,1.7,-0.230448921,,,,,,
C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(C[C@@H](O)C(F)(F)F)c3)nc12,1.8,-0.255272505,,,,,,
C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(C4CC4)c3)nc12,1.4,-0.146128036,,,,,,
C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,4.2,-0.62324929,,,,,,
C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc4c(cnn4C)c3)nc12,0.8,0.096910013,,,1.5,-0.176091259,,
C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3ccnn3C)nc12,2.5,-0.397940009,,,3.7,-0.568201724,,
C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,1.7,-0.230448921,,,2.8,-0.447158031,,
C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C[C@@H](O)C(F)(F)F)c3)nc12,1.8,-0.255272505,,,1.7,-0.230448921,,
C[C@@H]1CN(C(=O)C2(C#N)CCC2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(C)c3)nc12,8.9,-0.949390007,,,,,,
C[C@@H]1CN(C(=O)C2(C#N)CCC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,8.9,-0.949390007,,,6,-0.77815125,,
C[C@@H]1CN(C(=O)C2(C#N)COC2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(C)c3)nc12,12.9,-1.11058971,,,,,,
C[C@@H]1CN(C(=O)C2(C#N)COC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,12.9,-1.11058971,,,11,-1.041392685,,
C[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@]1(CC#N)n1cc(C(N)=O)c(Nc2ccccc2)n1,1,0,24,-1.380211242,,,,
C[C@@H]1CN(c2ccc(C#N)cn2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(C[C@H](O)C(F)(F)F)c3)nc12,9.6,-0.982271233,,,,,,
C[C@@H]1CN(c2ccc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C[C@H](O)C(F)(F)F)c3)nc12,9.6,-0.982271233,,,2.4,-0.380211242,,
C[C@@H]1CN(c2ccc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,5.3,-0.72427587,,,1.5,-0.176091259,,
C[C@@H]1CN(c2ncc(C#N)cn2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,19.3,-1.285557309,,,,,,
C[C@@H]1CN(c2ncc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,19.3,-1.285557309,,,1.9,-0.278753601,,
C[C@@H]1CN(c2nnc(C(F)(F)F)s2)C[C@@H]1Nc1c(C(=N)O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,6.9,-0.838849091,,,,,,
C[C@@H]1CN(c2nnc(C(F)(F)F)s2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,6.9,-0.838849091,,,4.9,-0.69019608,,
C[C@@H]1OCC[C@H](C#N)[C@H]1n1cc(C(=N)O)c(=Nc2ccnc(F)c2)[nH]1,29,-1.462397998,206,-2.31386722,,,,
C[C@](O)(c1ccc(N=c2[nH]n([C@@H]3CCCC[C@H]3C#N)cc2C(=N)O)cn1)C(F)(F)F,3,-0.477121255,15,-1.176091259,,,,
C[C@](O)(c1ccc(Nc2nn([C@@H]3CC[C@@H](O)C[C@H]3C#N)cc2C(=N)O)cc1)C(F)(F)F,0.2,0.698970004,0.95,0.022276395,,,,
C[C@](O)(c1ccc(Nc2nn([C@@H]3CC[C@H](N4CCC4)C[C@H]3C#N)cc2C(=N)O)cc1)C(F)(F)F,0.04,1.397940009,2,-0.301029996,,,,
C[C@](O)(c1ccc(Nc2nn([C@@H]3COCC[C@H]3C#N)cc2C(=N)O)cc1)C(F)F,3,-0.477121255,12,-1.079181246,,,,
C[C@](O)(c1ccc(Nc2nn([C@@H]3COCC[C@H]3C#N)cc2C(N)=O)cc1)C(F)F,3,-0.477121255,12,-1.079181246,,,,
C[C@](O)(c1ccc(Nc2nn([C@H]3CC[C@@](C)(O)C[C@@H]3C#N)cc2C(N)=O)cc1)C(F)(F)F,1,0,4,-0.602059991,,,,
C[C@](O)(c1ccc(Nc2nn([C@H]3CC[C@H](N4CCC4)C[C@@H]3C#N)cc2C(N)=O)cc1)C(F)(F)F,0.2,0.698970004,7,-0.84509804,,,,
C[C@](O)(c1ccc(Nc2nn([C@H]3CC[C@H](O)C[C@@H]3C#N)cc2C(N)=O)cc1)C(F)(F)F,0.45,0.346787486,2,-0.301029996,,,,
C[C@](O)(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cn1)C(F)(F)F,2,-0.301029996,11,-1.041392685,,,,
C[C@](O)(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)cc2C(N)=O)cn1)C(F)F,1,0,3,-0.477121255,,,,
C[C@](O)(CO)CNc1cc(Nc2cccc(-c3ccc(C(F)(F)F)cc3F)c2)nn2c(C(N)=O)cnc12,,,,,,,8,-0.903089987
C[C@]1(C#N)CC[C@@H](F)C[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,4,-0.602059991,11,-1.041392685,,,,
C[C@]1(C#N)CC[C@H](F)C[C@@H]1n1cc(C(=N)O)c(Nc2ccc(F)cc2)n1,3,-0.477121255,8,-0.903089987,,,,
C[C@]1(C#N)CC[C@H](O)C[C@@H]1n1cc(C(=N)O)c(Nc2ccc(F)cc2)n1,10,-1,22,-1.342422681,,,,
C[C@]1(C#N)CC[C@H](O)C[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,10,-1,22,-1.342422681,,,,
C[C@]1(C#N)CCC[C@@H]1Nc1c(C(=N)O)cnn2cccc12,61,-1.785329835,120,-2.079181246,,,30,-1.477121255
C[C@]1(C#N)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,15,-1.176091259,31,-1.491361694,14.7,-1.167317335,6,-0.77815125
C[C@]1(C#N)CS(=O)(=O)C[C@@H]1n1cc(C(=N)O)c(Nc2ccc(F)cc2)n1,2,-0.301029996,18,-1.255272505,,,,
C[C@]1(C#N)CS(=O)(=O)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,84,-1.924279286,292,-2.465382851,,,,
C[C@]1(C#N)CS(=O)(=O)CC1n1cc(C(=N)O)c(Nc2ccc(F)cc2)n1,0.5,0.301029996,6,-0.77815125,,,,
C[C@]1(C#N)CS(=O)(=O)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.5,0.301029996,6,-0.77815125,,,,
C[C@]1(CO)CCC[C@@H]1Nc1c(C(=N)O)cnn2cccc12,250,-2.397940009,380,-2.579783597,,,,
C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cc(-c3cccc(C(N)=O)c3)cc12,1.4,-0.146128036,,,0.9,0.045757491,,
C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cc(N3CCCC3=O)cc12,3.8,-0.579783597,,,0.9,0.045757491,,
C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cc(N3CCOC3=O)cc12,13.6,-1.133538908,,,8.3,-0.919078092,,
C[C@]1(F)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,9,-0.954242509,18,-1.255272505,1,0,,
C[C@]1(NC#N)CCc2ccc(-c3nc[nH]c4nccc3-4)cc21,203,-2.307496038,71,-1.851258349,,,179,-2.252853031
C[C@]1(NC#N)CCc2ccc(-c3ncnc4[nH]ccc34)cc21,5,-0.698970004,71,-1.851258349,5500,-3.740362689,179,-2.252853031
C[C@]1(O)CC[C@@H](n2cc(C(=N)O)c(Nc3ccc([C@@](C)(O)C(F)(F)F)cc3)n2)[C@H](C#N)C1,1,0,4,-0.602059991,,,,
C[C@]1(O)CC[C@@H](n2cc(C(=N)O)c(Nc3ccc([C@](C)(O)C(F)(F)F)cc3)n2)[C@H](C#N)C1,1,0,4,-0.602059991,,,,
C[C@]1(O)CC[C@@H](n2cc(C(=N)O)c(Nc3ccc(Cl)cc3)n2)[C@H](C#N)C1,3,-0.477121255,17,-1.230448921,,,,
C[C@]1(O)CC[C@@H](Nc2c(C(=N)O)cnn3cc(-c4ccccc4C(=N)O)cc23)CC1,72.4,-1.859738566,,,,,,
C[C@]1(O)CC[C@@H](Nc2c(C(=N)O)cnn3cc(-c4cnc[nH]c4=N)cc23)CC1,37.3,-1.571708832,,,,,,
C[C@]1(O)CC[C@@H](Nc2c(C(=N)O)cnn3cc(-c4cncnc4)cc23)CC1,105.1,-2.021602716,,,,,,
C[C@]1(O)CC[C@@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4C(N)=O)cc23)CC1,72.4,-1.859738566,,,39.5,-1.596597096,,
C[C@]1(O)CC[C@H](n2c(=O)[nH]c3cnc(-c4cnc5ccc(F)cn45)nc32)CC1,79,-1.897627091,13,-1.113943352,71,-1.851258349,,
C[C@]1(O)CC[C@H](n2cc(C(N)=O)c(Nc3ccc([C@@](C)(O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1,0.25,0.602059991,1,0,,,,
C[C@]1(O)CC[C@H](n2cc(C(N)=O)c(Nc3ccc([C@](C)(O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1,0.75,0.124938737,4,-0.602059991,,,,
C[C@]1(O)CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)[C@@H](C#N)C1,2,-0.301029996,11,-1.041392685,,,,
C[C@]1(O)CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1,1,0,9,-0.954242509,,,,
C[C@]1(O)CCC[C@@H]1Nc1c(C(=N)O)cnn2cccc12,270,-2.431363764,400,-2.602059991,,,190,-2.278753601
C[C@]1(O)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,110,-2.041392685,150,-2.176091259,77.8,-1.890979597,150,-2.176091259
C[C@]1(O)CCCC[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3ccccc3)cc12,17.4,-1.240549248,,,6.2,-0.792391689,,
C[C@H](c1ccc(F)cn1)n1c(=O)[nH]c2cnc(Nc3cc(Cl)c[nH]c3=O)nc21,12,-1.079181246,2,-0.301029996,76.5,-1.883661435,,
C[C@H](c1ccc(F)cn1)n1c(=O)[nH]c2cnc(Nc3cc(F)c[nH]c3=O)nc21,31,-1.491361694,4.8,-0.681241237,140.87,-2.148818515,,
C[C@H](c1ccc(F)cn1)n1c(=O)[nH]c2cnc(Nc3ccc[nH]c3=O)nc21,41,-1.612783857,5.3,-0.72427587,154,-2.187520721,,
C[C@H](c1ccccc1)n1c(=O)[nH]c2cnc(-c3cnc4ccc(F)cn34)nc21,54,-1.73239376,0.7,0.15490196,3.9,-0.591064607,,
C[C@H](c1ncc(F)cn1)n1c(=O)[nH]c2cnc(-c3cnc4ccc(F)cn34)nc21,3.5,-0.544068044,0.6,0.22184875,5.5,-0.740362689,,
C[C@H](N)C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,,,1510,-3.178976947,298.3,-2.474653253,,
C[C@H](N)CN=c1cc2ncnc(O)c2c(Nc2cccc3cc[nH]c23)[nH]1,,,980,-2.991226076,,,,
